Key,Type,Desc,English (United Kingdom) [en]
heatstroke_name,Text,,"Heatstroke"
heavy_concussion_name,Text,,"Severe Concussion"
heraldry_background,Text,,"Background"
heraldry_missing_custom_symbol,Text,,"Some custom images have been deleted, your heraldry design might lack the custom image used."
heraldry_pattern,Text,,"Pattern"
heraldry_symbol_a,Text,,"Symbol A"
heraldry_symbol_b,Text,,"Symbol B"
heraldry_symbol_c,Text,,"Symbol C"
heraldry_symbol_custom,Text,,"Custom"
heraldry_symbol_d,Text,,"Symbol D"
heraldry_title,Text,,"Heraldry"
heresy_of_the_rose_archer_easy,Text,,"Archer"
heresy_of_the_rose_archer_hard,Text,,"Master Archer"
heresy_of_the_rose_archer_medium,Text,,"Adept Archer"
heresy_of_the_rose_basic_easy,Text,,"Marauder"
heresy_of_the_rose_basic_hard,Text,,"Ruthless Marauder"
heresy_of_the_rose_basic_medium,Text,,"Fierce Marauder"
heresy_of_the_rose_center,Text,,"ROSSLYN\nThe dungeons beneath Rosslyn Castle are said to hide a clandestine library of dangerous and esoteric texts, closely guarded by Heretics. The nobles who lived here having perished, a dense, almost impenetrable forest has grown up around it. Frightening stories are spread to keep it undisturbed."
heresy_of_the_rose_heavy_easy,Text,,"Thug"
heresy_of_the_rose_heavy_hard,Text,,"Murderous Thug"
heresy_of_the_rose_heavy_medium,Text,,"Brutal Thug"
heresy_of_the_rose_info,Text,,"Inspired by the mystic Marguerite Porete, who was burnt at the stake for heresy, followers strive towards the annihilation of the soul. Beyond this, some are nihilists, many think they are God, and most despise hierarchies. The only thing they agree upon is their right to disagree. Their motto is: 'where there is order, let me bring chaos.'"
heresy_of_the_rose_name,Text,,"The Heresy of the Rose"
high_temperature,Text,,"High Temperature"
historical_records_title,Text,,"Historical Records"
history_title,Text,,"History"
hit_action_blunt_1,Text,,"lunged at"
hit_action_blunt_10,Text,,"felled"
hit_action_blunt_11,Text,,"ravaged"
hit_action_blunt_2,Text,,"bashed"
hit_action_blunt_3,Text,,"beat"
hit_action_blunt_4,Text,,"pounced upon"
hit_action_blunt_5,Text,,"clubbed"
hit_action_blunt_6,Text,,"pounded"
hit_action_blunt_7,Text,,"battered"
hit_action_blunt_8,Text,,"cannoned into"
hit_action_blunt_9,Text,,"mangled"
hit_action_default_1,Text,,"attacked"
hit_action_default_10,Text,,"surprised"
hit_action_default_11,Text,,"ambushed"
hit_action_default_12,Text,,"hemmed in"
hit_action_default_13,Text,,"rounded upon"
hit_action_default_14,Text,,"flew at"
hit_action_default_15,Text,,"blindsided"
hit_action_default_2,Text,,"came at"
hit_action_default_3,Text,,"struck"
hit_action_default_4,Text,,"advanced upon"
hit_action_default_5,Text,,"assailed"
hit_action_default_6,Text,,"assaulted"
hit_action_default_7,Text,,"beset"
hit_action_default_8,Text,,"lay into"
hit_action_default_9,Text,,"set upon"
hit_action_pointy_1,Text,,"lunged at"
hit_action_pointy_10,Text,,"skewered"
hit_action_pointy_11,Text,,"punctured"
hit_action_pointy_2,Text,,"charged into"
hit_action_pointy_3,Text,,"rushed at"
hit_action_pointy_4,Text,,"harried"
hit_action_pointy_5,Text,,"impaled"
hit_action_pointy_6,Text,,"gashed"
hit_action_pointy_7,Text,,"gored"
hit_action_pointy_8,Text,,"pierced"
hit_action_pointy_9,Text,,"spiked"
hit_action_ranged_1,Text,,"shot at"
hit_action_ranged_10,Text,,"set [his/her] sights upon"
hit_action_ranged_11,Text,,"loosed towards"
hit_action_ranged_2,Text,,"targeted"
hit_action_ranged_3,Text,,"unleashed missiles upon"
hit_action_ranged_4,Text,,"fired upon"
hit_action_ranged_5,Text,,"shot down"
hit_action_ranged_6,Text,,"bombarded"
hit_action_ranged_7,Text,,"launched at"
hit_action_ranged_8,Text,,"opened fire on"
hit_action_ranged_9,Text,,"aimed towards"
hit_action_sharp_1,Text,,"pounced upon"
hit_action_sharp_10,Text,,"shanked"
hit_action_sharp_11,Text,,"tore at"
hit_action_sharp_2,Text,,"chopped down"
hit_action_sharp_3,Text,,"sliced"
hit_action_sharp_4,Text,,"hacked"
hit_action_sharp_5,Text,,"hewed"
hit_action_sharp_6,Text,,"impaled"
hit_action_sharp_7,Text,,"gashed"
hit_action_sharp_8,Text,,"slashed"
hit_action_sharp_9,Text,,"jabbed"
hit_description_default_1,Text,,"spitefully"
hit_description_default_2,Text,,"deliberately"
hit_description_default_3,Text,,"purposefully"
hit_description_default_4,Text,,"methodically"
hit_description_default_5,Text,,"enthusiastically"
hit_description_default_6,Text,,"cruelly"
hit_description_default_7,Text,,"competently"
hit_description_default_8,Text,,"adequately"
hit_description_default_9,Text,,"admirably"
hit_description_fatal_1,Text,,"brutally"
hit_description_fatal_2,Text,,"relentlessly"
hit_description_fatal_3,Text,,"furiously"
hit_description_fatal_4,Text,,"forcefully"
hit_description_fatal_5,Text,,"powerfully"
hit_description_fatal_6,Text,,"fiercely"
hit_description_fatal_7,Text,,"ruthlessly"
hit_description_fatal_8,Text,,"ferociously"
hit_description_fatal_9,Text,,"skillfully"
hot_effector,Text,,"Hot"
hour_type_any_name,Text,,"Anything"
hour_type_caravan_name,Text,,"Forming Caravan"
hour_type_draft_name,Text,,"Drafted"
hour_type_leisure_name,Text,,"Leisure"
hour_type_psychotic_name,Text,,"Broken"
hour_type_role_job_name,Text,,"Role Duties"
hour_type_sleep_name,Text,,"Sleep"
hour_type_tooltip_anything,Text,,"Will prioritise meeting own needs. Once satisfied, will do jobs. "
hour_type_tooltip_convalescing,Text,,"Will prioritise convalescing even if the task is disabled in the jobs panel"
hour_type_tooltip_leisure,Text,,"Will prioritise leisure activities even if not deprived of them"
hour_type_tooltip_nosleep,Text,,"Will never sleep at this hour "
hour_type_tooltip_role,Text,,"Will perform role duties before everything else"
hour_type_tooltip_sleep,Text,,"Will prioritise sleeping above almost anything else. "
hour_type_tooltip_sleeping,Text,,"Sleeping is disabled at this hour"
hour_type_tooltip_work,Text,,"Will prioritise jobs as they are set in the jobs panel"
hour_type_working_name,Text,,"Work"
hours_spent_in_role,Text,,"Time in this role"
hud_info_HistoricRecords,Text,,"View statistic and historical records of your settlement."
hud_info_Manage,Text,,"Manage what your settlers auto-equip and consume."
hud_info_PhotoMode,Text,,"Toggle Screenshot Mode view."
hud_info_animals,Text,,"Manage your domesticated and wild animals."
hud_info_area,Text,,"Creates a stockpile where your settlers will store resources."
hud_info_hide_item_indicator,Text,,"Show item indicators."
hud_info_hide_roof,Text,,"Hide roof elements in order to see inside."
hud_info_hide_room,Text,,"Show overlay of rooms detected."
hud_info_hide_trees,Text,,"Hide tree tops."
hud_info_hide_zoneGrid,Text,,"Show coloured grid overlay for zones."
hud_info_jobs,Text,,"Choose which job will each settler do."
hud_info_layer_additional,Text,,"\nUse [<style=Shortcut>Ctrl</style>] + [<style=Shortcut>Mouse wheel</style>] to quickly move through layers.\nUse [<style=Shortcut>Ctrl</style>] + <sprite=""ctrl_left_click"" index=t> on any object or the ground to jump to that layer."
hud_info_layer_down,Text,,"View one layer down."
hud_info_layer_up,Text,,"View one layer up."
hud_info_order_UrgentHaul,Text,,"Mark piles and items needing to be hauled urgently "
hud_info_order_allow,Text,,"Select piles to allow/forbid settlers from using them."
hud_info_order_cancel,Text,,"Cancel given orders."
hud_info_order_chopping,Text,,"Designate trees to be chopped down."
hud_info_order_cleaning,Text,,"PH Description"
hud_info_order_clearall,Text,,"Designate all objects to be chopped, cut or mined."
hud_info_order_createcrops,Text,,"Create plant growing area."
hud_info_order_cutallvegetation,Text,,"Designate plants to be cut down."
hud_info_order_cutting,Text,,"Designate area of vegetation to be cut down and harvested."
hud_info_order_deconstructing,Text,,"Mark buildings for deconstruction."
hud_info_order_digging,Text,,"Mark areas of terrain to be mined."
hud_info_order_fishing,Text,,"Mark groups of fish for settlers to catch"
hud_info_order_harvesting,Text,,"Designate plants to be harvested."
hud_info_order_hunting,Text,,"Mark animals for your hunters to target."
hud_info_order_minevoxel,Text,,"Dig deeper into the ground."
hud_info_order_mining,Text,,"Designate rock, iron and clay deposits to be mined."
hud_info_order_release,Text,,"Mark animals to be set free. (They will become wild animals and roam around the map.)"
hud_info_order_slaughter,Text,,"Mark animals for slaughter."
hud_info_order_tame,Text,,"Mark animals for your settlers to domesticate."
hud_info_order_train,Text,,"Mark animals for your settlers to train as pets."
hud_info_orders,Text,,"Order that you can give your settlers."
hud_info_overview,Text,,"A useful overview of your animals, resources, and more. "
hud_info_pause,Text,,"Pause the game."
hud_info_report,Text,,"Help us out by sending us bug reports, requests, or general comments. A serf may well read them."
hud_info_research,Text,,"Choose what to unlock with your accumulated knowledge."
hud_info_resource_groups,Text,,"Group resources in Resource Panel."
hud_info_resources,Text,,"List of all the resources that are currently in stockpiles."
hud_info_schedule,Text,,"Set up settlers' daily routine."
hud_info_show_beauty_heatmap,Text,,"Show aesthetic heatmap."
hud_info_show_temperature_heatmap,Text,,"Show temperature heatmap."
hud_info_speed_01,Text,,"Game speed normal "
hud_info_speed_02,Text,,"Game speed X2"
hud_info_speed_03,Text,,"Game speed X5"
hud_info_takePhoto,Text,,"Take screenshot and save to hard drive"
hud_info_toggleUi,Text,,"Show/Hide User Interface elements on this screen"
hud_info_world,Text,,"View region map and neighbouring settlements."
hud_lb_Almanac,Text,,"Almanac"
hud_lb_HistoricRecords,Text,,"Historical Records"
hud_lb_Manage,Text,,"Manage"
hud_lb_PhotoMode,Text,,"Screenshot Mode"
hud_lb_area,Text,,"Stockpile"
hud_lb_factions,Text,,"Factions"
hud_lb_jobs,Text,,"Jobs"
hud_lb_order_UrgentHaul,Text,,"Urgent Haul"
hud_lb_order_allow,Text,,"Allow"
hud_lb_order_cancel,Text,,"Cancel"
hud_lb_order_chopping,Text,,"Chop"
hud_lb_order_cleaning,Text,,"Clean"
hud_lb_order_createcrops,Text,,"Plant crops"
hud_lb_order_cutallvegetation,Text,,"Cut plants"
hud_lb_order_cutting,Text,,"Cut"
hud_lb_order_deconstructing,Text,,"Deconstruct"
hud_lb_order_digging,Text,,"Mine"
hud_lb_order_fishing,Text,,"Fish"
hud_lb_order_harvesting,Text,,"Harvest"
hud_lb_order_hunting,Text,,"Hunt"
hud_lb_order_minevoxel,Text,,"Dig "
hud_lb_order_mining,Text,,"Mine"
hud_lb_order_off_shackless,Text,,"Prioritise: Remove Shackle"
hud_lb_orders,Text,,"Orders"
hud_lb_orders_all,Text,,"Orders"
hud_lb_pile,Text,,"Pile"
hud_lb_report,Text,,"Report bugs or send feedback."
hud_lb_report_title,Text,,"Report"
hud_lb_research,Text,,"Research"
hud_lb_resources,Text,,"Resource"
hud_lb_schedule,Text,,"Schedule"
hud_lb_takePhoto,Text,,"Take screenshot"
hud_lb_targeted_by,Text,,"Targeted by"
hud_lb_toggleUi,Text,,"Toggle UI"
hud_lb_world,Text,,"Region"
hunger_effector,Text,,"Hunger"
hunt_retaliate_info,Text,,"The chance that the quarry fights back."
hunting_requires_ranged_weapon,Text,,"This settler cannot hunt without a ranged weapon"
hypothermia_name,Text,,"Hypothermia"
ignores_armor,Text,,"Armour penetration"
in_draft,Text,,"Drafted"
in_pen,Text,,"In Pen"
info_can_ignite_projectiles,Text,,"Archers near this structure can use flaming projectiles "
info_menu_alcohol,Text,,"The amount of alcohol a settler requires. If this need is not met, the settler will be unhappy."
info_menu_beauty,Text,,"The settler's requirement for beautiful surroundings. When settlers are around aesthetically pleasing items, like art, this will result in a higher value."
info_menu_blood,Text,,"The amount of blood a person or animal has. Losing blood can result in the villager losing consciousness or if it reaches 0% the settler will die."
info_menu_comfort,Text,,"The settler's comfort level. Better beds, chairs and clothes will result in a higher value. Increased comfort will give positive mood modifiers."
info_menu_consciousness,Text,,"The amount of consciousness a person or animal has. Losing consciousness can result in loss of motor functions. If it reaches 0% the settler will faint."
info_menu_entertaiment,Text,,"The amount of entertainment activity a settler requires. If this need is not met, the settler will be unhappy."
info_menu_faith,Text,,"The amount of religious activity this settler requires. Settlers aligned farther from the center will need religious activities more often. If this need is not met, the settler will be unhappy."
info_menu_health,Text,,"The amount of damage a person, animal or object can take before dying."
info_menu_hunger,Text,,"Food: The amount of nutrition that is consumed. If it reaches 0% the settler will enter starvation mode and eventually die."
info_menu_mood,Text,,"The settler's mood. If it reaches 0% the settler will leave."
info_menu_pain,Text,,"The amount of pain the settler is experiencing at that moment. Large amounts of pain will result in loss of consciousness."
